2025-06-18 10:28:52 WARN  [http-nio-8080-exec-3] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: POST, URL: /api/customers/register/initiate, Status: 400, Time: 248 ms, Headers: content-type=application/json, accept=*/*, user-agent=PostmanRuntime/7.44.1, postman-token=***HIDDEN***, host=localhost:8080, accept-encoding=gzip, deflate, br, connection=keep-alive, content-length=263
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:831)
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1089)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:979)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1014)
	at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:914)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:590)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:885)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:658)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:195)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:51)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at com.example.customer_service.components.CustomRequestLoggingFilter.doFilterInternal(CustomRequestLoggingFilter.java:44)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.springframework.web.filter.CompositeFilter$VirtualFilterChain.doFilter(CompositeFilter.java:108)
	at org.springframework.security.web.FilterChainProxy.lambda$doFilterInternal$3(FilterChainProxy.java:231)
	at org.springframework.security.web.ObservationFilterChainDecorator$FilterObservation$SimpleFilterObservation.lambda$wrap$1(ObservationFilterChainDecorator.java:479)
	at org.springframework.security.web.ObservationFilterChainDecorator$AroundFilterObservation$SimpleAroundFilterObservation.lambda$wrap$1(ObservationFilterChainDecorator.java:340)
	at org.springframework.security.web.ObservationFilterChainDecorator.lambda$wrapSecured$0(ObservationFilterChainDecorator.java:82)
	at org.springframework.security.web.ObservationFilterChainDecorator$VirtualFilterChain.doFilter(ObservationFilterChainDecorator.java:128)
	at org.springframework.security.web.access.intercept.AuthorizationFilter.doFilter(AuthorizationFilter.java:100)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.wrapFilter(ObservationFilterChainDecorator.java:240)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.doFilter(ObservationFilterChainDecorator.java:227)
	at org.springframework.security.web.ObservationFilterChainDecorator$VirtualFilterChain.doFilter(ObservationFilterChainDecorator.java:137)
	at org.springframework.security.web.access.ExceptionTranslationFilter.doFilter(ExceptionTranslationFilter.java:126)
	at org.springframework.security.web.access.ExceptionTranslationFilter.doFilter(ExceptionTranslationFilter.java:120)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.wrapFilter(ObservationFilterChainDecorator.java:240)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.doFilter(ObservationFilterChainDecorator.java:227)
	at org.springframework.security.web.ObservationFilterChainDecorator$VirtualFilterChain.doFilter(ObservationFilterChainDecorator.java:137)
	at org.springframework.security.web.session.SessionManagementFilter.doFilter(SessionManagementFilter.java:131)
	at org.springframework.security.web.session.SessionManagementFilter.doFilter(SessionManagementFilter.java:85)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.wrapFilter(ObservationFilterChainDecorator.java:240)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.doFilter(ObservationFilterChainDecorator.java:227)
	at org.springframework.security.web.ObservationFilterChainDecorator$VirtualFilterChain.doFilter(ObservationFilterChainDecorator.java:137)
	at org.springframework.security.web.authentication.AnonymousAuthenticationFilter.doFilter(AnonymousAuthenticationFilter.java:100)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.wrapFilter(ObservationFilterChainDecorator.java:240)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.doFilter(ObservationFilterChainDecorator.java:227)
	at org.springframework.security.web.ObservationFilterChainDecorator$VirtualFilterChain.doFilter(ObservationFilterChainDecorator.java:137)
	at org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter.doFilter(SecurityContextHolderAwareRequestFilter.java:179)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.wrapFilter(ObservationFilterChainDecorator.java:240)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.doFilter(ObservationFilterChainDecorator.java:227)
	at org.springframework.security.web.ObservationFilterChainDecorator$VirtualFilterChain.doFilter(ObservationFilterChainDecorator.java:137)
	at org.springframework.security.web.savedrequest.RequestCacheAwareFilter.doFilter(RequestCacheAwareFilter.java:63)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.wrapFilter(ObservationFilterChainDecorator.java:240)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.doFilter(ObservationFilterChainDecorator.java:227)
	at org.springframework.security.web.ObservationFilterChainDecorator$VirtualFilterChain.doFilter(ObservationFilterChainDecorator.java:137)
	at org.springframework.security.oauth2.server.resource.web.authentication.BearerTokenAuthenticationFilter.doFilterInternal(BearerTokenAuthenticationFilter.java:128)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.wrapFilter(ObservationFilterChainDecorator.java:240)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.doFilter(ObservationFilterChainDecorator.java:227)
	at org.springframework.security.web.ObservationFilterChainDecorator$VirtualFilterChain.doFilter(ObservationFilterChainDecorator.java:137)
	at org.springframework.security.web.authentication.logout.LogoutFilter.doFilter(LogoutFilter.java:107)
	at org.springframework.security.web.authentication.logout.LogoutFilter.doFilter(LogoutFilter.java:93)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.wrapFilter(ObservationFilterChainDecorator.java:240)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.doFilter(ObservationFilterChainDecorator.java:227)
	at org.springframework.security.web.ObservationFilterChainDecorator$VirtualFilterChain.doFilter(ObservationFilterChainDecorator.java:137)
	at org.springframework.web.filter.CorsFilter.doFilterInternal(CorsFilter.java:91)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.wrapFilter(ObservationFilterChainDecorator.java:240)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.doFilter(ObservationFilterChainDecorator.java:227)
	at org.springframework.security.web.ObservationFilterChainDecorator$VirtualFilterChain.doFilter(ObservationFilterChainDecorator.java:137)
	at org.springframework.security.web.header.HeaderWriterFilter.doHeadersAfter(HeaderWriterFilter.java:90)
	at org.springframework.security.web.header.HeaderWriterFilter.doFilterInternal(HeaderWriterFilter.java:75)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.wrapFilter(ObservationFilterChainDecorator.java:240)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.doFilter(ObservationFilterChainDecorator.java:227)
	at org.springframework.security.web.ObservationFilterChainDecorator$VirtualFilterChain.doFilter(ObservationFilterChainDecorator.java:137)
	at org.springframework.security.web.context.SecurityContextHolderFilter.doFilter(SecurityContextHolderFilter.java:82)
	at org.springframework.security.web.context.SecurityContextHolderFilter.doFilter(SecurityContextHolderFilter.java:69)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.wrapFilter(ObservationFilterChainDecorator.java:240)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.doFilter(ObservationFilterChainDecorator.java:227)
	at org.springframework.security.web.ObservationFilterChainDecorator$VirtualFilterChain.doFilter(ObservationFilterChainDecorator.java:137)
	at org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter.doFilterInternal(WebAsyncManagerIntegrationFilter.java:62)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.wrapFilter(ObservationFilterChainDecorator.java:240)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.doFilter(ObservationFilterChainDecorator.java:227)
	at org.springframework.security.web.ObservationFilterChainDecorator$VirtualFilterChain.doFilter(ObservationFilterChainDecorator.java:137)
	at org.springframework.security.web.session.DisableEncodeUrlFilter.doFilterInternal(DisableEncodeUrlFilter.java:42)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.wrapFilter(ObservationFilterChainDecorator.java:240)
	at org.springframework.security.web.ObservationFilterChainDecorator$AroundFilterObservation$SimpleAroundFilterObservation.lambda$wrap$0(ObservationFilterChainDecorator.java:323)
	at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.doFilter(ObservationFilterChainDecorator.java:224)
	at org.springframework.security.web.ObservationFilterChainDecorator$VirtualFilterChain.doFilter(ObservationFilterChainDecorator.java:137)
	at org.springframework.security.web.FilterChainProxy.doFilterInternal(FilterChainProxy.java:233)
	at org.springframework.security.web.FilterChainProxy.doFilter(FilterChainProxy.java:191)
	at org.springframework.web.filter.CompositeFilter$VirtualFilterChain.doFilter(CompositeFilter.java:113)
	at org.springframework.web.servlet.handler.HandlerMappingIntrospector.lambda$createCacheFilter$3(HandlerMappingIntrospector.java:195)
	at org.springframework.web.filter.CompositeFilter$VirtualFilterChain.doFilter(CompositeFilter.java:113)
	at org.springframework.web.filter.CompositeFilter.doFilter(CompositeFilter.java:74)
	at org.springframework.security.config.annotation.web.configuration.WebMvcSecurityConfiguration$CompositeFilterChainProxy.doFilter(WebMvcSecurityConfiguration.java:230)
	at org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate(DelegatingFilterProxy.java:362)
	at org.springframework.web.filter.DelegatingFilterProxy.doFilter(DelegatingFilterProxy.java:278)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.springframework.web.filter.ServerHttpObservationFilter.doFilterInternal(ServerHttpObservationFilter.java:113)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:167)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:90)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:483)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:116)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:93)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:344)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:398)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:63)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:903)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1740)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:52)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1189)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:658)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:63)
	at java.base/java.lang.Thread.run(Thread.java:833)
2025-06-19 15:15:18 INFO  [http-nio-8080-exec-8] ACCESS_LOG - Deleted Keycloak user with ID: e3414965-4fc0-45f3-bb17-438cc49aba0d
2025-06-19 15:15:18 WARN  [http-nio-8080-exec-8] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: POST, URL: /api/customers/register/confirm?email=test28@example.com&otp=***HIDDEN***, Status: 400, Time: 1418 ms, Headers: content-type=application/json, accept=*/*, accept-language=vi, user-agent=PostmanRuntime/7.44.1, postman-token=***HIDDEN***, host=localhost:8080, accept-encoding=gzip, deflate, br, connection=keep-alive, content-length=54
2025-06-19 15:24:47 INFO  [http-nio-8080-exec-1] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: POST, URL: /api/customers/register/initiate, Status: 200, Time: 539 ms, Headers: content-length=271, sec-ch-ua-platform="Windows", user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", content-type=application/json, sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:56562", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080
2025-06-19 15:25:01 INFO  [http-nio-8080-exec-2] ACCESS_LOG - Sent OTP to email: testfe9@gmail.com after KYC verification
2025-06-19 15:25:01 INFO  [http-nio-8080-exec-2] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: POST, URL: /api/customers/register/kyc-and-otp?email=testfe9@gmail.com, Status: 200, Time: 1493 ms, Headers: content-length=103, sec-ch-ua-platform="Windows", user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", content-type=application/json, sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:56575", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080
2025-06-19 15:25:25 INFO  [http-nio-8080-exec-3] ACCESS_LOG - Attempting to create user in Keycloak with username: testfe9
2025-06-19 15:25:25 INFO  [http-nio-8080-exec-3] ACCESS_LOG - Keycloak response status: 201
2025-06-19 15:25:25 INFO  [http-nio-8080-exec-3] ACCESS_LOG - Keycloak response body: 
2025-06-19 15:25:25 INFO  [http-nio-8080-exec-3] ACCESS_LOG - Created Keycloak user with ID: b274fba6-ab49-43fc-b5e2-80ab9491a99f and assigned CUSTOMER role
2025-06-19 15:25:26 INFO  [http-nio-8080-exec-3] ACCESS_LOG - Syncing with core banking for CIF: 9704522166969
2025-06-19 15:25:26 INFO  [http-nio-8080-exec-3] ACCESS_LOG - Registration completed successfully for email: testfe9@gmail.com
2025-06-19 15:25:26 INFO  [http-nio-8080-exec-3] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: POST, URL: /api/customers/register/confirm?email=testfe9@gmail.com&otp=***HIDDEN***, Status: 200, Time: 945 ms, Headers: sec-ch-ua-platform="Windows", user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:56597", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080, content-length=0
2025-06-19 15:35:02 WARN  [http-nio-8080-exec-5] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: POST, URL: /api/customers/register/initiate, Status: 400, Time: 21 ms, Headers: content-length=271, sec-ch-ua-platform="Windows", user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", content-type=application/json, sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:56930", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080
2025-06-19 15:35:35 WARN  [http-nio-8080-exec-6] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: POST, URL: /api/customers/register/initiate, Status: 400, Time: 18 ms, Headers: content-length=273, sec-ch-ua-platform="Windows", user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", content-type=application/json, sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:56939", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080
2025-06-19 15:35:42 WARN  [http-nio-8080-exec-7] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: POST, URL: /api/customers/register/initiate, Status: 400, Time: 14 ms, Headers: content-length=273, sec-ch-ua-platform="Windows", user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", content-type=application/json, sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:56942", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080
2025-06-19 15:35:49 INFO  [http-nio-8080-exec-8] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: POST, URL: /api/customers/register/initiate, Status: 200, Time: 17 ms, Headers: content-length=273, sec-ch-ua-platform="Windows", user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", content-type=application/json, sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:56945", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080
2025-06-19 15:35:59 INFO  [http-nio-8080-exec-9] ACCESS_LOG - Sent OTP to email: testfe10@gmail.com after KYC verification
2025-06-19 15:35:59 INFO  [http-nio-8080-exec-9] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: POST, URL: /api/customers/register/kyc-and-otp?email=testfe10@gmail.com, Status: 200, Time: 87 ms, Headers: content-length=103, sec-ch-ua-platform="Windows", user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", content-type=application/json, sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:56945", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080
2025-06-19 15:36:22 INFO  [http-nio-8080-exec-10] ACCESS_LOG - Attempting to create user in Keycloak with username: testfe10
2025-06-19 15:36:22 INFO  [http-nio-8080-exec-10] ACCESS_LOG - Keycloak response status: 201
2025-06-19 15:36:22 INFO  [http-nio-8080-exec-10] ACCESS_LOG - Keycloak response body: 
2025-06-19 15:36:22 INFO  [http-nio-8080-exec-10] ACCESS_LOG - Created Keycloak user with ID: 832bcba9-c0c1-4d87-9800-24396f5ad8e9 and assigned CUSTOMER role
2025-06-19 15:36:22 INFO  [http-nio-8080-exec-10] ACCESS_LOG - Syncing with core banking for CIF: 9704522161073
2025-06-19 15:36:22 INFO  [http-nio-8080-exec-10] ACCESS_LOG - Registration completed successfully for email: testfe10@gmail.com
2025-06-19 15:36:22 INFO  [http-nio-8080-exec-10] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: POST, URL: /api/customers/register/confirm?email=testfe10@gmail.com&otp=***HIDDEN***, Status: 200, Time: 275 ms, Headers: sec-ch-ua-platform="Windows", user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:56945", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080, content-length=0
2025-06-19 15:42:32 WARN  [http-nio-8080-exec-2] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: POST, URL: /api/customers/register/confirm?email=testfe10@gmail.com&otp=***HIDDEN***, Status: 400, Time: 9 ms, Headers: sec-ch-ua-platform="Windows", user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", x-api-key=QWErtyuiopaqwer, sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:57138", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080, content-length=0
